,Time,S1,S2,S3,S4,S5,Event_val,ElapasedTime
620,38:43.7,4.393371582,-2.008544922,7.926757813,0.919620059,0.97035577,-999,12008
621,38:43.7,5.86819458,-2.142623901,7.944717407,0.919600402,0.970364461,-999,12015
622,38:43.7,5.24331665,-2.273101807,8.463058472,0.919527389,0.970396739,-999,12041
623,38:43.8,5.699401855,-2.276702881,8.516937256,0.919471226,0.970421569,-999,12061
624,38:43.8,5.443237305,-2.258743286,7.985427856,0.919409446,0.970448881,-999,12083
625,38:43.8,5.886154175,-1.757156372,8.163787842,0.919353282,0.970473711,-999,12103
626,38:43.8,5.035018921,-1.460281372,8.421157837,0.919294311,0.970499782,-999,12124
627,38:43.8,5.655105591,-1.290283203,8.277511597,0.919240955,0.97052337,-999,12143
628,38:43.9,5.140365601,-1.162185669,8.240402222,0.919198833,0.970541992,-999,12158
629,38:43.9,5.90171814,-1.166992188,8.75994873,0.919139861,0.970568063,-999,12179
630,38:43.9,4.687850952,-1.108322144,8.916763306,0.919092122,0.970589168,-999,12196
631,38:43.9,5.507873535,-1.046081543,8.354125977,0.919044383,0.970610274,-999,12213
632,38:43.9,4.825531006,-0.853347778,8.488204956,0.918985411,0.970636345,-999,12234
633,38:43.9,5.088882446,-0.755187988,8.731216431,0.918934864,0.970658691,-999,12252
634,38:44.0,5.050582886,-0.40802002,9.307022095,0.91884781,0.970697177,-999,12283
635,38:44.0,4.782440186,-0.633071899,8.949081421,0.918802879,0.970717041,-999,12299
636,38:44.0,4.657928467,-0.606735229,8.418762207,0.918769181,0.970731939,-999,12311
637,38:44.0,4.576522827,-0.641448975,8.240402222,0.918710209,0.97075801,-999,12332
638,38:44.0,4.888977051,-0.546890259,8.933517456,0.918651238,0.970784081,-999,12353
639,38:44.1,4.960800171,-1.062835693,8.739593506,0.918586649,0.970812635,-999,12376
640,38:44.1,4.857849121,-0.861724854,8.580383301,0.918544527,0.970831257,-999,12391
641,38:44.1,4.651947021,-1.022140503,8.423553467,0.918474322,0.970862294,-999,12416
642,38:44.1,5.130783081,-1.038894653,8.691711426,0.918418159,0.970887124,-999,12436
643,38:44.1,4.927276611,-1.323806763,8.413986206,0.918378844,0.970904504,-999,12450
644,38:44.2,4.906921387,-1.237609863,8.095550537,0.918286174,0.970945473,-999,12483
645,38:44.2,4.661529541,-1.405212402,8.102737427,0.918266517,0.970954164,-999,12490
646,38:44.2,4.701019287,-1.638641357,8.375671387,0.91818508,0.970990167,-999,12519
647,38:44.2,4.733352661,-1.553649902,8.866485596,0.918131724,0.971013755,-999,12538
648,38:44.2,4.736938477,-1.928344727,8.120697021,0.918089602,0.971032377,-999,12553
649,38:44.3,4.842285156,-1.864898682,8.773117065,0.918047479,0.971050999,-999,12568
650,38:44.3,4.696228027,-1.808624268,8.691711426,0.91796885,0.97108576,-999,12596
651,38:44.3,5.006286621,-1.778701782,9.125061035,0.917912686,0.97111059,-999,12616
652,38:44.4,4.510696411,-1.551254272,8.873672485,0.917699265,0.971204943,-999,12692
653,38:44.4,4.715393066,-1.332183838,8.168579102,0.91769084,0.971208667,-999,12695
654,38:44.4,4.349075317,-1.133468628,8.473846436,0.917679608,0.971213633,-999,12699
655,38:44.4,4.692642212,-1.107131958,9.196884155,0.917671183,0.971217357,-999,12702
656,38:44.4,4.722579956,-1.152618408,9.577560425,0.917654334,0.971224806,-999,12708
657,38:44.5,4.130004883,-1.247192383,8.686920166,0.91746057,0.971310468,-999,12777
658,38:44.5,4.176696777,-1.032913208,8.343353271,0.917449337,0.971315434,-999,12781
659,38:44.5,4.635192871,-1.274719238,8.232025146,0.917415639,0.971330332,-999,12793
660,38:44.5,4.272460938,-1.228042603,7.822616577,0.917401598,0.971336539,-999,12798
661,38:44.5,4.733352661,-1.538085938,7.547286987,0.917381941,0.97134523,-999,12805
662,38:44.5,4.736938477,-1.842147827,7.598754883,0.917247148,0.971404821,-999,12853
663,38:44.5,5.160720825,-1.913970947,8.263153076,0.917233107,0.971411028,-999,12858
664,38:44.6,4.960800171,-1.996566772,8.554046631,0.917162903,0.971442065,-999,12883
665,38:44.6,5.644348145,-1.984603882,8.551651001,0.917146054,0.971449514,-999,12889
666,38:44.6,5.140365601,-2.100723267,7.877685547,0.917103931,0.971468136,-999,12904
667,38:44.6,5.339963411,-1.843662463,7.919517115,0.917069565,0.971491597,1000,12920
668,38:44.6,5.6144104,-1.490203857,7.977035522,0.917022311,0.971523857,-999,12942
669,38:44.6,5.218170166,-1.509353638,7.894439697,0.917012305,0.971533636,-999,12948
670,38:44.7,5.255279541,-1.444702148,7.650238037,0.916978951,0.971566233,-999,12968
671,38:44.7,5.378585815,-1.467453003,8.048858643,0.916953936,0.971590681,-999,12983
672,38:44.7,5.438446045,-1.496185303,8.170974731,0.916903905,0.971639577,-999,13013
673,38:44.7,5.438446045,-1.455490112,8.604324341,0.916875554,0.971667284,-999,13030
674,38:44.7,5.445617676,-1.613494873,8.76473999,0.916852207,0.971690102,-999,13044
675,38:44.8,5.414489746,-1.435134888,8.927536011,0.916817185,0.971724329,-999,13065
676,38:44.8,5.34387207,-1.609909058,8.639038086,0.916788834,0.971752037,-999,13082
677,38:44.8,5.336685181,-1.345352173,8.477432251,0.916757148,0.971783004,-999,13101
678,38:44.8,5.26965332,-1.189727783,8.151824951,0.916713788,0.97182538,-999,13127
679,38:44.8,5.345062256,-1.168182373,8.051254272,0.91668377,0.971854718,-999,13145
680,38:44.9,5.736526489,-0.982635498,8.291870117,0.916660422,0.971877536,-999,13159
681,38:44.9,5.206207275,-0.973052979,8.643829346,0.916622065,0.971915022,-999,13182
682,38:44.9,5.787994385,-0.661804199,8.557632446,0.916592047,0.97194436,-999,13200
683,38:44.9,5.307952881,-0.748001099,8.543273926,0.916538681,0.971996515,-999,13232
684,38:44.9,5.103256226,-0.779129028,8.387649536,0.916511998,0.972022593,-999,13248
685,38:45.0,5.041000366,-0.804260254,8.271530151,0.916490318,0.972043781,-999,13261
686,38:45.0,5.081695557,-0.959884644,8.427154541,0.916458632,0.972074748,-999,13280
687,38:45.0,5.143951416,-1.242401123,8.117095947,0.916421943,0.972110605,-999,13302
688,38:45.0,4.807571411,-1.202896118,8.272720337,0.916386921,0.972144832,-999,13323
689,38:45.0,5.197814941,-1.421966553,8.933517456,0.916355235,0.9721758,-999,13342
690,38:45.1,5.288803101,-1.460266113,8.592346191,0.916318546,0.972211656,-999,13364
691,38:45.1,4.857849121,-1.451889038,7.920776367,0.916270183,0.972258922,-999,13393
692,38:45.1,4.945236206,-1.308242798,7.761566162,0.916263512,0.972265442,-999,13397
693,38:45.1,5.088882446,-1.289093018,7.577209473,0.916230158,0.972298039,-999,13417
694,38:45.1,4.812362671,-1.594345093,8.234420776,0.916191802,0.972335526,-999,13440
695,38:45.1,5.284011841,-1.726028442,8.178146362,0.916163451,0.972363233,-999,13457
696,38:45.2,4.741729736,-2.050445557,7.683746338,0.916108417,0.972417018,-999,13490
697,38:45.2,5.363021851,-1.873275757,7.558059692,0.916098411,0.972426798,-999,13496
698,38:45.2,5.057769775,-1.955871582,8.317016602,0.916065057,0.972459395,-999,13516
699,38:45.2,5.505477905,-1.795455933,8.770721436,0.916028368,0.972495252,-999,13538
700,38:45.2,5.445617676,-1.840957642,8.386444092,0.915996682,0.972526219,-999,13557
701,38:45.3,5.068527222,-1.613494873,8.222442627,0.915956657,0.972565335,-999,13581
702,38:45.3,5.46836853,-1.225646973,8.163787842,0.915926639,0.972594673,-999,13599
703,38:45.3,5.222961426,-0.952697754,7.923171997,0.915899956,0.972620751,-999,13615
704,38:45.3,5.318725586,-0.999389648,8.133865356,0.91586827,0.972651718,-999,13634
705,38:45.4,5.404922485,-1.025726318,8.309829712,0.915816572,0.972702243,-999,13665
706,38:45.4,5.500686646,-1.176559448,8.254760742,0.915793224,0.972725061,-999,13679
707,38:45.4,5.42288208,-1.036499023,8.718048096,0.915768209,0.972749509,-999,13694
708,38:45.5,5.680252075,-1.168182373,8.677337646,0.915641464,0.972873378,-999,13770
709,38:45.5,5.463577271,-1.012557983,9.218429565,0.915636461,0.972878268,-999,13773
710,38:45.5,5.601242065,-0.858139038,8.78868103,0.915631458,0.972883157,-999,13776
711,38:45.5,5.088882446,-1.153823853,8.550445557,0.91562312,0.972891307,-999,13781
712,38:45.5,5.164306641,-0.878479004,8.253570557,0.91558643,0.972927164,-999,13803
713,38:45.5,5.275634766,-1.145446777,8.416381836,0.915571421,0.972941832,-999,13812
714,38:45.5,5.011077881,-1.437530518,8.879653931,0.915539735,0.9729728,-999,13831
715,38:45.6,4.978744507,-1.442321777,8.326583862,0.915481366,0.973029845,-999,13866
716,38:45.6,5.459991455,-1.515350342,8.346939087,0.915473028,0.973037994,-999,13871
717,38:45.6,4.766876221,-1.595550537,8.390045166,0.915439674,0.973070591,-999,13891
718,38:45.6,4.955291748,-1.588947643,8.326055353,0.915430058,0.973076374,1000,13898
719,38:45.6,5.65512085,-1.564422607,8.088378906,0.915394341,0.973097856,-999,13924
720,38:45.6,5.030227661,-1.710464478,8.477432251,0.915371038,0.973108833,-999,13942
721,38:45.7,5.384567261,-1.553649902,8.027328491,0.915339968,0.97312347,-999,13966
722,38:45.7,4.911712646,-1.431533813,7.773529053,0.915333496,0.973126519,-999,13971
723,38:45.7,5.234939575,-1.257965088,7.221664429,0.915298542,0.973142985,-999,13998
724,38:45.8,4.671096802,-1.548858643,7.767547607,0.91518203,0.973197872,-999,14088
725,38:45.8,5.541397095,-1.284301758,8.457077026,0.915176851,0.973200311,-999,14092
726,38:45.8,5.09487915,-1.698501587,8.423553467,0.915169084,0.97320397,-999,14098
727,38:45.8,5.3175354,-1.688919067,8.114700317,0.9151652,0.9732058,-999,14101
728,38:45.8,4.909332275,-1.521331787,8.056045532,0.915157433,0.973209459,-999,14107
729,38:45.8,5.498306274,-1.346542358,8.375671387,0.91515096,0.973212508,-999,14112
730,38:45.8,5.413299561,-1.404006958,8.83895874,0.915127657,0.973223486,-999,14130
731,38:45.8,5.335494995,-1.484207153,8.072814941,0.915104355,0.973234463,-999,14148
732,38:45.9,5.331893921,-1.418380737,7.561645508,0.915056455,0.973257028,-999,14185
733,38:45.9,5.440841675,-1.315429688,8.008163452,0.915048688,0.973260687,-999,14191
734,38:45.9,5.505477905,-1.307052612,8.085968018,0.915015029,0.973276543,-999,14217
735,38:45.9,5.37260437,-1.334579468,8.344543457,0.914993021,0.97328691,-999,14234
736,38:46.0,5.34866333,-1.177749634,7.959091187,0.914958067,0.973303376,-999,14261
737,38:46.0,4.929672241,-1.054458618,7.681350708,0.914938648,0.973312524,-999,14276
738,38:46.0,5.234939575,-0.848556519,7.784301758,0.914915346,0.973323501,-999,14294
739,38:46.0,5.35105896,-0.816223145,8.080001831,0.914886865,0.973336918,-999,14316
740,38:46.0,5.327102661,-1.160995483,8.642623901,0.914866152,0.973346676,-999,14332
741,38:46.0,5.154724121,-1.071212769,9.17414856,0.914848028,0.973355214,-999,14346
742,38:46.1,5.331893921,-1.143035889,8.665374756,0.914820841,0.973368021,-999,14367
743,38:46.1,4.961990356,-1.128677368,8.470245361,0.914788477,0.973383267,-999,14392
744,38:46.1,5.567733765,-1.085586548,8.206878662,0.914756112,0.973398513,-999,14417
745,38:46.1,5.04460144,-1.299865723,8.278701782,0.914728926,0.97341132,-999,14438
746,38:46.1,5.52104187,-1.386047363,8.208084106,0.914719864,0.973415589,-999,14445
747,38:46.2,5.067337036,-1.527313232,8.084777832,0.914688794,0.973430226,-999,14469
748,38:46.2,5.805953979,-1.556045532,8.398422241,0.914664197,0.973441813,-999,14488
749,38:46.2,5.32472229,-1.630264282,8.494186401,0.914646073,0.973450351,-999,14502
750,38:46.2,5.931655884,-1.479431152,8.385253906,0.914612414,0.973466207,-999,14528
751,38:46.2,4.944046021,-1.475830078,8.247589111,0.914576166,0.973483283,-999,14556
752,38:46.3,5.7915802,-1.195709229,8.161392212,0.914543801,0.973498529,-999,14581
753,38:46.3,5.108047485,-1.330993652,8.303848267,0.914536033,0.973502188,-999,14587
754,38:46.3,5.948410034,-1.347747803,8.555236816,0.914508847,0.973514995,-999,14608
755,38:46.3,4.789611816,-1.483016968,8.530105591,0.914482956,0.973527192,-999,14628
756,38:46.3,5.500686646,-1.474639893,8.038085938,0.914445413,0.973544878,-999,14657
757,38:46.4,5.287612915,-1.529708862,8.000976563,0.914440234,0.973547317,-999,14661
758,38:46.4,5.501876831,-1.427947998,7.869308472,0.91440787,0.973562564,-999,14686
759,38:46.4,5.197814941,-1.645828247,7.864517212,0.914315955,0.973605863,-999,14757
760,38:46.5,5.622802734,-1.532104492,8.497772217,0.914301714,0.973612571,-999,14768
761,38:46.5,5.232543945,-1.765533447,7.784301758,0.914297831,0.973614401,-999,14771
762,38:46.5,5.570114136,-1.358520508,7.649032593,0.914293947,0.973616231,-999,14774
763,38:46.5,5.281616211,-1.594345093,7.510177612,0.914286179,0.97361989,-999,14780
764,38:46.5,5.483932495,-1.296279907,8.075195313,0.914251226,0.973636356,-999,14807
765,38:46.5,5.543792725,-1.510559082,7.925567627,0.914204621,0.97365831,-999,14843
766,38:46.5,4.987136841,-1.395629883,7.791488647,0.914194264,0.973663189,-999,14851
767,38:46.6,5.76763916,-1.187332153,7.908798218,0.91415931,0.973679655,-999,14878
768,38:46.6,5.334289551,-1.218460083,8.433135986,0.914155427,0.973681485,-999,14881
769,38:46.6,5.883758545,-1.192123413,8.556442261,0.914124357,0.973696121,-999,14905
770,38:46.6,5.461588542,-1.17217509,8.563624064,0.914115189,0.973700332,1000,14913
771,38:46.6,5.25050354,-1.162200928,8.567214966,0.914110605,0.973702437,-999,14917
772,38:46.6,5.656311035,-1.110717773,8.028518677,0.914085988,0.973712854,-999,14946
773,38:46.7,5.771240234,-0.832992554,8.217651367,0.914066464,0.973721116,-999,14969
774,38:46.7,5.384567261,-0.981430054,8.278717041,0.91405458,0.973726145,-999,14983
775,38:46.7,5.760452271,-1.110717773,7.929153442,0.914042696,0.973731174,-999,14997
776,38:46.7,5.799972534,-0.921569824,8.630661011,0.914023172,0.973739436,-999,15020
777,38:46.7,5.558151245,-1.217269897,7.865707397,0.914004497,0.973747339,-999,15042
778,38:46.8,5.500686646,-1.002975464,7.923171997,0.91398752,0.973754523,-999,15062
779,38:46.8,5.64553833,-1.184936523,8.095550537,0.913971391,0.973761348,-999,15081
780,38:46.8,5.771240234,-1.271133423,8.482223511,0.913953565,0.973768891,-999,15102
781,38:46.8,5.54498291,-1.256774902,8.573196411,0.913938286,0.973775357,-999,15120
782,38:46.8,5.59765625,-1.411193848,8.221252441,0.913922157,0.973782182,-999,15139
783,38:46.9,5.349853516,-1.035308838,7.945922852,0.91390518,0.973789366,-999,15159
784,38:46.9,5.257675171,-1.143035889,7.402435303,0.913887354,0.97379691,-999,15180
785,38:46.9,5.67666626,-1.262756348,8.014144897,0.913871226,0.973803735,-999,15199
786,38:46.9,5.426467896,-1.278320313,8.604324341,0.913856795,0.973809842,-999,15216
787,38:46.9,5.29119873,-1.712860107,7.258773804,0.913842364,0.973815948,-999,15233
788,38:46.9,5.704193115,-1.619491577,7.233642578,0.913825387,0.973823133,-999,15253
789,38:47.0,5.333099365,-1.655395508,7.649032593,0.913803317,0.973832472,-999,15279
790,38:47.0,5.944824219,-1.729614258,7.817825317,0.913782095,0.973841452,-999,15304
791,38:47.0,5.961578369,-1.612304688,8.346939087,0.913771909,0.973845763,-999,15316
792,38:47.0,5.692230225,-1.821792603,7.906402588,0.913757478,0.97385187,-999,15333
793,38:47.1,5.944824219,-1.418380737,7.706497192,0.913735408,0.973861209,-999,15359
794,38:47.1,5.961578369,-1.411193848,7.728042603,0.913724373,0.973865879,-999,15372
795,38:47.1,5.937637329,-1.253173828,7.985412598,0.913706547,0.973873422,-999,15393
796,38:47.1,6.015441895,-1.207687378,8.113510132,0.913691267,0.973879888,-999,15411
797,38:47.1,5.639556885,-1.340560913,8.017745972,0.913669197,0.973889228,-999,15437
798,38:47.1,6.337463379,-1.275924683,8.533691406,0.913657313,0.973894257,-999,15451
799,38:47.2,5.97354126,-1.273529053,8.296661377,0.913634393,0.973903955,-999,15478
800,38:47.2,5.962768555,-1.219665527,7.493408203,0.913616567,0.973911499,-999,15499
801,38:47.2,6.118392944,-1.007766724,7.877685547,0.91360723,0.97391545,-999,15510
802,38:47.2,6.160293579,-1.072418213,7.825012207,0.913590253,0.973922635,-999,15530
803,38:47.2,6.011856079,-1.046081543,8.137451172,0.913574124,0.97392946,-999,15549
804,38:47.3,6.275222778,-1.050872803,7.789093018,0.913557147,0.973936644,-999,15569
805,38:47.3,6.031005859,-0.882064819,7.638259888,0.913530832,0.97394778,-999,15600
806,38:47.3,5.89932251,-0.777923584,7.705291748,0.913518099,0.973953168,-999,15615
807,38:47.3,6.307525635,-0.890457153,7.935150146,0.913503669,0.973959274,-999,15632
808,38:47.3,5.882568359,-0.945526123,8.085968018,0.91348754,0.973966099,-999,15651
809,38:47.4,5.977142334,-0.931152344,7.609527588,0.913468865,0.973974002,-999,15673
810,38:47.4,5.881362915,-0.952697754,8.081192017,0.913416236,0.973996273,-999,15735
811,38:47.4,5.819122314,-0.913192749,7.744796753,0.913413689,0.973997351,-999,15738
812,38:47.4,6.245285034,-0.870101929,7.656219482,0.913409445,0.973999147,-999,15743
813,38:47.4,5.615615845,-1.062835693,7.668197632,0.913405201,0.974000943,-999,15748
814,38:47.5,6.060928345,-0.850952148,7.477844238,0.913389072,0.974007768,-999,15767
815,38:47.5,6.163879395,-1.079589844,7.817825317,0.913372944,0.974014593,-999,15786
816,38:47.5,5.880172729,-1.210083008,7.720855713,0.913349176,0.974024651,-999,15814
817,38:47.5,6.244094849,-1.143035889,7.611923218,0.913336443,0.974030039,-999,15829
818,38:47.5,6.114807129,-1.096359253,7.699310303,0.913322861,0.974035787,-999,15845
819,38:47.6,6.447601318,-1.134658813,7.852539063,0.913305884,0.974042971,-999,15865
820,38:47.6,6.335310364,-1.174050904,7.844154358,0.913292023,0.974051536,1000,15879
821,38:47.6,6.287185669,-1.190933228,7.840560913,0.913286083,0.974055207,-999,15885
822,38:47.6,6.156707764,-1.061645508,7.246810913,0.913261012,0.974078029,-999,15904
823,38:47.6,6.208175659,-0.831802368,7.391662598,0.913229343,0.974106857,-999,15928
824,38:47.6,6.296768188,-0.748001099,7.531723022,0.913205591,0.974128477,-999,15946
825,38:47.7,6.197402954,-0.971862793,7.512557983,0.913183159,0.974148897,-999,15963
826,38:47.7,6.37336731,-0.938339233,7.617919922,0.913060442,0.974260604,-999,16056
827,38:47.8,6.060928345,-0.913208008,7.590377808,0.913055164,0.974265409,-999,16060
828,38:47.8,6.124389648,-0.914398193,7.634674072,0.913049885,0.974270214,-999,16064
829,38:47.8,6.3230896,-0.868896484,7.738815308,0.91303801,0.974281024,-999,16073
830,38:47.8,6.382949829,-0.770751953,8.180541992,0.913023495,0.974294237,-999,16084
831,38:47.8,6.084884644,-1.092773438,7.904022217,0.913019536,0.97429784,-999,16087
832,38:47.8,6.191421509,-0.612731934,8.069213867,0.912982589,0.974331473,-999,16115
833,38:47.8,6.549346924,-0.921569824,7.908798218,0.912972033,0.974341082,-999,16123
834,38:47.8,6.295562744,-1.018539429,8.002182007,0.912935086,0.974374714,-999,16151
835,38:47.9,6.308731079,-1.119094849,7.504180908,0.912903417,0.974403542,-999,16175
836,38:47.9,6.216552734,-1.158599854,7.650238037,0.912877026,0.974427565,-999,16195
837,38:47.9,6.760040283,-1.405212402,7.571228027,0.912869109,0.974434772,-999,16201
838,38:47.9,6.500274658,-1.388442993,8.060836792,0.912841398,0.974459996,-999,16222
839,38:47.9,6.853408813,-1.439926147,7.802261353,0.912800493,0.974497232,-999,16253
840,38:48.0,6.301559448,-1.486618042,7.730438232,0.91277938,0.97451645,-999,16269
841,38:48.0,7.230499268,-1.412384033,7.638259888,0.912763546,0.974530864,-999,16281
842,38:48.0,6.422454834,-1.330993652,7.717269897,0.912738474,0.974553686,-999,16300
843,38:48.0,6.573287964,-1.472244263,7.244415283,0.912705486,0.974583715,-999,16325
844,38:48.0,6.661880493,-0.999389648,8.643829346,0.912683054,0.974604135,-999,16342
845,38:48.1,6.033401489,-1.307052612,7.129501343,0.912651385,0.974632962,-999,16366
846,38:48.1,6.218948364,-1.037689209,7.462280273,0.912634231,0.974648577,-999,16379
847,38:48.1,5.637161255,-0.888061523,7.637069702,0.91260916,0.974671399,-999,16398
848,38:48.1,5.959182739,-1.107131958,8.034500122,0.912582769,0.974695423,-999,16418
849,38:48.2,5.656311035,-1.195709229,8.209274292,0.91252339,0.974749474,-999,16463
850,38:48.2,5.385772705,-1.238815308,8.097946167,0.912518112,0.974754279,-999,16467
851,38:48.2,5.737716675,-1.299865723,8.544464111,0.912502277,0.974768693,-999,16479
852,38:48.2,5.36541748,-1.116714478,8.670166016,0.912477206,0.974791515,-999,16498
853,38:48.2,5.212188721,-0.983825684,8.174560547,0.912452135,0.974814337,-999,16517
854,38:48.2,5.178665161,-0.773147583,8.431945801,0.912415188,0.974847969,-999,16545
855,38:48.3,5.22177124,-0.70249939,8.178161621,0.912388797,0.974871992,-999,16565
856,38:48.3,4.813552856,-0.645050049,7.724456787,0.912374282,0.974885205,-999,16576
857,38:48.3,5.24571228,-0.685745239,8.120697021,0.912346572,0.974910429,-999,16597
858,38:48.3,5.003890991,-0.776733398,8.696502686,0.91232282,0.97493205,-999,16615
859,38:48.3,4.582519531,-1.000595093,8.105133057,0.912296429,0.974956073,-999,16635
860,38:48.4,5.014663696,-1.062835693,7.763946533,0.912255524,0.974993309,-999,16666
861,38:48.4,4.715393066,-0.985031128,8.149414063,0.912161836,0.975078591,-999,16737
862,38:48.4,4.987136841,-0.929962158,7.744796753,0.912157878,0.975082194,-999,16740
863,38:48.4,4.566955566,-0.971847534,7.593963623,0.9121526,0.975086999,-999,16744
864,38:48.4,5.512664795,-0.965866089,8.574386597,0.912143363,0.975095407,-999,16751
865,38:48.5,4.736938477,-1.257965088,8.149429321,0.912132807,0.975105016,-999,16759
866,38:48.5,5.231338501,-1.324996948,7.914794922,0.912105096,0.975130241,-999,16780
867,38:48.5,5.201416016,-1.134658813,8.526504517,0.912086623,0.975147057,-999,16794
868,38:48.5,5.276824951,-1.156219482,8.465454102,0.912040439,0.975189097,-999,16829
869,38:48.5,5.340286255,-1.163391113,8.520523071,0.912035161,0.975193902,-999,16833
870,38:48.6,5.431259155,-1.208877563,8.709671021,0.912002172,0.975223931,-999,16858
871,38:48.6,5.579696655,-1.216064453,8.623474121,0.911963906,0.975258764,-999,16887
872,38:48.6,5.560546875,-1.322601318,8.545654297,0.911957308,0.97526477,-999,16892
873,38:48.6,5.527023315,-1.165786743,8.86050415,0.911929598,0.975289994,-999,16913
874,38:48.6,5.540082295,-1.166602857,8.8399175,0.911917472,0.975294197,1000,16918
875,38:48.7,5.699401855,-1.176559448,8.588760376,0.911769534,0.975345473,-999,16979
876,38:48.7,5.328308105,-1.070022583,8.68812561,0.911759471,0.975348717,-999,16983
877,38:48.7,5.49949646,-1.101135254,8.492996216,0.911746892,0.975352772,-999,16988
878,38:48.8,5.209793091,-1.034103394,8.330184937,0.91150034,0.975432253,-999,17086
879,38:48.8,5.051773071,-1.115509033,7.720855713,0.911487761,0.975436308,-999,17091
880,38:48.8,5.534210205,-0.970657349,8.546859741,0.911477698,0.975439553,-999,17095
881,38:48.8,5.220565796,-1.198104858,8.66178894,0.911455055,0.975446852,-999,17104
882,38:48.8,4.869812012,-0.957489014,8.475036621,0.911432413,0.975454151,-999,17113
883,38:48.8,5.392959595,-1.196914673,8.491790771,0.911422349,0.975457395,-999,17117
884,38:48.8,5.1690979,-1.078399658,8.666564941,0.911399707,0.975464695,-999,17126
885,38:48.8,4.649551392,-1.058044434,7.944717407,0.911377064,0.975471994,-999,17135
886,38:48.9,5.31993103,-1.202896118,7.865707397,0.911296558,0.975497947,-999,17167
887,38:48.9,5.108047485,-1.204086304,8.127868652,0.911278947,0.975503624,-999,17174
888,38:48.9,5.17388916,-1.465072632,8.214065552,0.911205988,0.975527144,-999,17203
889,38:48.9,5.335494995,-1.396820068,8.694107056,0.911188377,0.975532821,-999,17210
890,38:48.9,5.21697998,-1.472244263,8.758743286,0.911105354,0.975559585,-999,17243
891,38:48.9,4.662719727,-1.231628418,8.218856812,0.911095291,0.975562829,-999,17247
892,38:49.0,4.631591797,-1.140640259,7.637069702,0.911032395,0.975583105,-999,17272
893,38:49.0,4.450836182,-1.060440063,8.399612427,0.910961952,0.975605814,-999,17300
894,38:49.0,4.613632202,-1.231628418,8.288284302,0.910911635,0.975622035,-999,17320
895,38:49.0,4.431671143,-1.590759277,8.591156006,0.910894025,0.975627712,-999,17327
896,38:49.0,4.404144287,-1.224441528,9.292648315,0.910843708,0.975643933,-999,17347
897,38:49.1,4.071350098,-1.564422607,9.152587891,0.910795907,0.975659342,-999,17366
898,38:49.1,3.855880737,-1.316619873,9.28427124,0.910722948,0.975682862,-999,17395
899,38:49.1,3.764892578,-1.256759644,9.099914551,0.910682695,0.975695839,-999,17411
900,38:49.1,3.453643799,-1.186141968,8.859298706,0.910647473,0.975707193,-999,17425
901,38:49.1,3.610473633,-1.206481934,9.43989563,0.910582061,0.97572828,-999,17451
902,38:49.2,3.350692749,-1.229232788,9.36807251,0.910511618,0.975750989,-999,17479
903,38:49.2,3.238174438,-1.259155273,9.4662323,0.910499039,0.975755044,-999,17484
904,38:49.2,2.911361694,-1.302261353,9.570388794,0.910410985,0.97578343,-999,17519
905,38:49.2,2.81678772,-1.210083008,9.699661255,0.910393374,0.975789107,-999,17526
906,38:49.2,2.773696899,-1.298660278,9.716430664,0.910345573,0.975804517,-999,17545
907,38:49.3,2.76171875,-1.435134888,9.749954224,0.910280161,0.975825604,-999,17571
908,38:49.3,2.564208984,-1.538085938,9.710449219,0.910204686,0.975849935,-999,17601
909,38:49.3,2.953262329,-1.404006958,9.715240479,0.910187076,0.975855612,-999,17608
910,38:49.3,2.627639771,-1.506958008,9.957046509,0.910139275,0.975871021,-999,17627
911,38:49.3,2.535476685,-1.426757813,9.621856689,0.910096506,0.975884809,-999,17644
912,38:49.4,2.621658325,-1.460266113,9.178924561,0.909948072,0.97593266,-999,17703
913,38:49.4,2.542648315,-1.319015503,9.324966431,0.909930461,0.975938337,-999,17710
914,38:49.4,2.74256897,-1.394439697,9.508132935,0.909922913,0.97594077,-999,17713
915,38:49.4,2.806015015,-1.468643188,10.02886963,0.909867565,0.975958613,-999,17735
916,38:49.4,2.525894165,-1.541671753,9.755935669,0.909847438,0.975965101,-999,17743
917,38:49.5,2.363082886,-1.593154907,9.500946045,0.909776995,0.97598781,-999,17771
918,38:49.5,2.48638916,-1.509353638,9.409973145,0.909706552,0.976010519,-999,17799
919,38:49.5,2.662368774,-1.539291382,9.53805542,0.909686425,0.976017007,-999,17807
920,38:49.5,2.41696167,-1.680541992,10.00134277,0.909623529,0.976037283,-999,17832
921,38:49.5,2.655181885,-1.718841553,10.03845215,0.909575728,0.976052693,-999,17851
922,38:49.6,2.71383667,-1.818206787,9.803817749,0.909522896,0.976069724,-999,17872
923,38:49.6,2.542648315,-1.721237183,9.484191895,0.909500253,0.976077023,-999,17881
924,38:49.6,2.777058192,-1.535178775,9.587254116,0.909464111,0.97608379,1000,17897
925,38:49.6,2.850311279,-1.477035522,9.61946106,0.909452817,0.976085905,-999,17902
926,38:49.6,2.985580444,-1.475845337,9.770294189,0.909408283,0.976060513,-999,17933
927,38:49.6,3.011917114,-1.447113037,9.61706543,0.909396791,0.976053961,-999,17941
928,38:49.6,3.084945679,-1.461471558,9.573974609,0.909372369,0.976040036,-999,17958
929,38:49.7,3.251342773,-1.436325073,9.401596069,0.909345074,0.976024474,-999,17977
